品目名,読み仮名,分別区分,廃棄方法,注意事項,持込が必要な品目か（TRUE/FALSE）,充電池か（TRUE/FALSE）,携帯電話・タブレットPCか（TRUE/FALSE）,その他の電子機器か（TRUE/FALSE）
固形墨,こけいすみ,可燃ごみ,,,0,0,0,0
ござ,ござ,可燃ごみまたは粗大ごみ,,,0,0,0,0
こたつ・こたつ天板,こたつ・こたつてんばん,粗大ごみ,,,0,0,0,0
こたつ布団,こたつふとん,可燃ごみまたは粗大ごみ,,,0,0,0,0
コップ（ガラス製・プラ製）,こっぷ（がらすせい・ぷらせい）,不燃ごみ,,割れているものは紙で包み｢危険｣と書いて不燃ごみ指定袋へ,0,0,0,0
コップ型のびん（酒が入っていたもの）,こっぷかたのびん（さけがはいっていたもの）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【びん】,水ですすぐ,0,0,0,0
コップ洗い（ブラシ）,こっぷあらい（ぶらし）,可燃ごみ,,,0,0,0,0
琴,こと,粗大ごみ,,,0,0,0,0
子供服,こどもふく,資源物,（古紙・布類）の【布類】,,0,0,0,0
子供用自転車,こどもようじてんしゃ,粗大ごみ,,,0,0,0,0
子供用遊具（ジム、滑り台等）,こどもようゆうぐ（じむ、すべりだいなど）,粗大ごみ,,,0,0,0,0
粉ふるい器,こなふるいき,不燃ごみ,,,0,0,0,0
粉ミルクの缶,こなみるくのかん,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,,0,0,0,0
木の葉,このは,資源物,（木の枝・刈り草・葉）・可燃・不燃ごみ旧指定袋を含む、透明・半透明袋で排出できます。何袋でも排出可。（ごみステーションからあふれる場合など多量になるときは、分けて排出してください。）・1回につき3袋程度までであれば、可燃ごみでも排出可,,0,0,0,0
木の葉,このは,可燃ごみ,・可燃・不燃ごみ旧指定袋を含む、透明・半透明袋で排出できます。何袋でも排出可。（ごみステーションからあふれる場合など多量になるときは、分けて排出してください。）・1回につき3袋程度までであれば、可燃ごみでも排出可,,0,0,0,0
小鉢,こばち,不燃ごみ,,,0,0,0,0
碁盤（厚さ15cm以下）,ごばん（あつさ15せんちいか）,不燃ごみまたは粗大ごみ,木製で厚さが5cm以下であれば「可燃ごみ」へ,,0,0,0,0
碁盤（厚さ15cm超）,ごばん（あつさ15せんちこ）,排出禁止物等,,,1,0,0,0
コピー機（家庭用）,こぴーき（かていよう）,粗大ごみ,,,0,0,0,0
コピー用紙,こぴーようし,資源物,（古紙・布類）の【古紙（新聞）】,少量の場合は新聞と一緒に出せます。コピー用紙のみまとまった量がある場合はコピー用紙だけでひもで十文字にしばって出して下さい。,0,0,0,0
コピー用紙の包装紙,こぴーようしのほうそうし,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
駒（将棋の駒）（木製）,こま（しょうぎのこま）（もくせい）,可燃ごみ,,,0,0,0,0
駒（将棋の駒）（木製以外）,こま（しょうぎのこま）（もくせいいがい）,不燃ごみ,,,0,0,0,0
ごみ箱（硬いプラスチック製・金属製）,ごみはこ（かたいぷらすちっくせい・きんぞくせい）,市の拠点回収、不燃ごみまたは粗大ごみ,小型のもので不燃ごみの指定袋に入れば不燃ごみ。ポリプロピレン製、ポリエチレン製、ポリスチレン製のものは、各区役所等に設置の回収ボックスへ。,,1,0,0,0
ごみ箱（木製・柔らかいプラスチック製）,ごみはこ（きせい・やわらかいぷらすちっくせい）,可燃ごみ,,,0,0,0,0
小麦粉、片栗粉の袋（紙製）,こむぎこ、かたくりこのふくろ（かみせい）,可燃ごみ,,,0,0,0,0
ゴムひも,ごむひも,可燃ごみ,,,0,0,0,0
ゴムホース,ごむほーす,可燃ごみ,,,0,0,0,0
ゴムボート（底板付きのもの）,ごむぼーと（そこいたつきのもの）,粗大ごみ,,,0,0,0,0
ゴムボート（浮輪的な遊戯具）,ごむぼーと（うきわてきなゆうぎぐ）,可燃ごみ,,,0,0,0,0
ゴムマット,ごむまっと,可燃ごみまたは粗大ごみ,,,0,0,0,0
ゴム手袋,ごむてぶくろ,可燃ごみ,,,0,0,0,0
ゴム製品,ごむせいひん,可燃ごみ,,,0,0,0,0
ゴム長靴,ごむながぐつ,可燃ごみ,http://www.jbrc.com/／http://www.jbrc.com/,,1,0,0,0
米ぬか,こめぬか,可燃ごみ,https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
米の缶,こめのかん,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,,0,0,0,0
米びつ,こめびつ,粗大ごみ,,,0,0,0,0
米袋（紙製）,こめぶくろ（かみせい）,資源物,（古紙・布類）の【古紙（段ボール）】,紙袋なので通常「雑がみ」ですが、紙製の米袋（茶色）の場合は素材がほぼ段ボールと同じため、例外として「段ボール」と一緒に束ねて出せます。,0,0,0,0
米袋（プラスチック製）,こめぶくろ（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
コルクボード,こるくぼーど,可燃ごみまたは粗大ごみ,,,0,0,0,0
コルク栓,こるくせん,可燃ごみ,,,0,0,0,0
コルク抜き,こるくぬき,不燃ごみ,,,0,0,0,0
ゴルフクラブ,ごるふくらぶ,不燃ごみまたは粗大ごみ,,,0,0,0,0
ゴルフセット,ごるふせっと,粗大ごみ,,,0,0,0,0
ゴルフボール,ごるふぼーる,可燃ごみ,,,0,0,0,0
コンクリートブロック,こんくりーとぶろっく,排出禁止物等,千葉市廃棄物リサイクル事業協同組合に相談電話：043-204-5805,,1,0,0,0
コンクリート製品,こんくりーとせいひん,排出禁止物等,千葉市廃棄物リサイクル事業協同組合に相談電話：043-204-5805,,1,0,0,0
コンセント,こんせんと,不燃ごみ,,,0,0,0,0
コンタクトレンズ,こんたくとれんず,可燃ごみ,,,0,0,0,0
コンタクトレンズ保存液の容器,こんたくとれんずほぞんえきのようき,可燃ごみ,,,0,0,0,0
コンタクトレンズ保存容器（ケース）,こんたくとれんずほぞんようき（けーす）,不燃ごみ,,,0,0,0,0
コンテナボックス（プラ製）,こんてなぼっくす（ぷらせい）,粗大ごみ,,,0,0,0,0
コンパクト（化粧用）,こんぱくと（けしょうよう）,不燃ごみ,,,0,0,0,0
コンパス（文房具）,こんぱす（ぶんぼうぐ）,不燃ごみ,,,0,0,0,0
コンパネ（ベニヤ板）,こんぱね（べにやいた）,可燃ごみまたは粗大ごみ,,,0,0,0,0
コンビニ弁当・惣菜のはし・爪楊枝の袋（紙製）（汚れていないもの）,こんびにべんとう・そうざいのはし・つめようじのふくろ（かみせい）（よごれていないもの）,資源物,（古紙・布類）の【古紙（雑がみ）】,汚れたものは「可燃ごみ」へ,0,0,0,0
コンビニ弁当や惣菜のしょうゆ・タレなどの容器・フタ,こんびにべんとうやそうざいのしょうゆ・たれなどのようき・ふた,可燃ごみ,,,0,0,0,0
コンビニ弁当や惣菜のスプーン・フォーク・はし・爪楊枝のビニール袋,こんびにべんとうやそうざいのすぷーん・ふぉーく・はし・つめようじのびにーるふくろ,可燃ごみ,,,0,0,0,0
コンビニ弁当や惣菜のはし・爪楊枝（木製）,こんびにべんとうやそうざいのはし・つめようじ（もくせい）,可燃ごみ,,,0,0,0,0
コンビニ弁当や惣菜の包装フィルム,こんびにべんとうやそうざいのほうそうふぃるむ,可燃ごみ,,,0,0,0,0
コンビニ弁当や惣菜の容器（プラスチック製・紙製）,こんびにべんとうやそうざいのようき（ぷらすちっくせい・かみせい）,可燃ごみ,,,0,0,0,0
コンポ（音響機器）,こんぽ（おんきょうきき）,不燃ごみまたは粗大ごみ,,,0,0,0,0
コンポスト（たい肥化容器）,こんぽすと（たいこえかようき）,粗大ごみ,,,0,0,0,0
コンロ（卓上コンロ、カセットコンロ）,こんろ（たくじょうこんろ、かせっとこんろ）,不燃ごみまたは粗大ごみ,,,0,0,0,0
サーフボード,さーふぼーど,粗大ごみ,長さが1.5m以下または1.5m以下に切断してあるものであること。長さが1.5mを超えるものは、購入店、メーカーなどに相談（又は千葉市が許可した下記処理業者）,,0,0,0,0
座椅子,ざいす,粗大ごみ,,,0,0,0,0
在宅医療用の注射針,ざいたくいりょうようのちゅうしゃばり,医療機関または回収薬局へ,持込先のお問い合わせは（社）千葉市薬剤師会043-242-8193へ,,1,0,0,0
在宅医療用の注射容器,ざいたくいりょうようのちゅうしゃようき,可燃ごみ,注射針は必ず外してください。外した注射針の持込先のお問い合わせは（社）千葉市薬剤師会043-242-8193へ,,1,0,0,0
在宅医療用のビニールバッグ・チューブ・カテーテル類,ざいたくいりょうようのびにーるばっぐ・ちゅーぶ・かてーてるるい,可燃ごみ,,,0,0,0,0
サイドボード,さいどぼーど,粗大ごみ,,,0,0,0,0
財布,さいふ,可燃ごみ,,,0,0,0,0
材木類（太さ10cm以下・長さは可燃ごみ指定袋に入る大きさまで）,ざいもくるい（ふとさ10せんちいか・ながさはかねんごみしていふくろにはいるおおきさまで）,可燃ごみ,,,0,0,0,0
材木類（太さ10cm超～15cm以内、長さは不燃ごみ指定袋に入る大きさまで）,ざいもくるい（ふとさ10せんちこ～15せんちいない、ながさはふねんごみしていふくろにいるおおきさまで）,不燃ごみ,,,0,0,0,0
材木類（太さ15cm、長さ150cm以内）,ざいもくるい（ふとさ15せんち、ながさ150せんちいない）,粗大ごみ,太さや長さがこれを超える場合は、千葉市廃棄物リサイクル事業協同組合（電話043-204-5805）へご相談ください。,,0,0,0,0
サインペン,さいんぺん,不燃ごみ,,,0,0,0,0
サウナ（家庭用）,さうな（かていよう）,排出禁止物等,購入店、メーカーなどに相談,,1,0,0,0
竿（物干し用・魚釣り用）,さお（ものほしよう・さかなつりよう）,粗大ごみ,,,0,0,0,0
魚の焼き網,さかなのやきあみ,不燃ごみ,,,0,0,0,0
作業着,さぎょうぎ,可燃ごみ,,,0,0,0,0
作業用台車,さぎょうようだいしゃ,粗大ごみ,,,0,0,0,0
酒（料理酒）の入っていたペットボトル,さけ（りょうりしゅ）のいっっていたぺっとぼとる,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【ﾍﾟｯﾄﾎﾞﾄﾙ】,水ですすぐ,0,0,0,0
酒カップ（ガラス製）,さけかっぷ（がらすせい）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【びん】,水ですすぐ,0,0,0,0
酒カップのフタ（金属）,さけかっぷのふた（きんぞく）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,,0,0,0,0
酒類の紙パック（内側にアルミ等のコーティングのあるもの）,さけるいのかみぱっく（うちがわにあるみとうのこーてぃんぐのあるもの）,可燃ごみ,,,0,0,0,0
酒類の紙パック（内側にアルミ等のコーティングのないもの）,さけるいのかみぱっく（うちがわにあるみとうのこーてぃんぐのないもの）,資源物,（古紙・布類）の【古紙（紙パック）】,（注ぎ口がプラスチック製のものは切り取ってから）水ですすいで乾かし、ひもで十文字に束ねる,0,0,0,0
酒類のびん（ガラス製）,さけるいのびん（がらすせい）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【びん】,水ですすぐ,0,0,0,0
酒類のびん（ガラス製以外）,さけるいのびん（がらすせいいがい）,不燃ごみ,,,0,0,0,0
酒類のびんの栓（コルク製）,さけるいのびんのせん（こるくせい）,可燃ごみ,,,0,0,0,0
酒類のびんの栓（プラスチック製）,さけるいのびんのせん（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
酒類のびんの栓（金属製）,さけるいのびんのせん（きんぞくせい）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,,0,0,0,0
酒類のペットボトル,さけるいのぺっとぼとる,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【ﾍﾟｯﾄﾎﾞﾄﾙ】,,0,0,0,0
座卓,ざたく,粗大ごみ,,,0,0,0,0
サッカーボール,さっかーぼーる,可燃ごみ,,なるべく空気を抜いてから捨ててください。,0,0,0,0
雑誌（表紙にコーティングがあるもの）,ざっし（ひょうしにこーてぃんぐがあるもの）,可燃ごみ,,取り外せれば取り外して表紙部分は「可燃ごみ」、残りは【古紙（雑誌）】として出せます。,0,0,0,0
雑誌（表紙にコーティングがないもの）,ざっし（ひょうしにこーてぃんぐがないもの）,資源物,（古紙・布類）の【古紙（雑誌）】,端をちぎった時にフィルム状のものが見えたら、コーティングがあるものです。コーティングのあるものは「可燃ごみ」へ。,0,0,0,0
サッシ（雨戸・網戸）,さっし（あまど・あみど）,粗大ごみ,,,0,0,0,0
殺虫剤（スプレー缶）,さっちゅうざい（すぷれーかん）,有害ごみ,どうしても使い切れない場合は3本程度まで排出可。「残量あり」の貼り紙をして、不燃ごみ指定袋以外の透明な袋に入れて出す。,,0,0,0,0
殺虫剤のびん,さっちゅうざいのびん,不燃ごみ,,,0,0,0,0
殺虫剤のフタ,さっちゅうざいのふた,可燃ごみ,,,0,0,0,0
殺虫剤の包装フィルム,さっちゅうざいのほうそうふぃるむ,可燃ごみ,,,0,0,0,0
座布団,ざぶとん,可燃ごみまたは粗大ごみ,,,0,0,0,0
サマーベッド,さまーべっど,粗大ごみ,,,0,0,0,0
皿（紙製、木製）,さら（かみせい、もくせい）,可燃ごみ,,,0,0,0,0
皿（その他）,さら（そのた）,不燃ごみ,,,0,0,0,0
サラダボール（木製）,さらだぼーる（もくせい）,可燃ごみ,,,0,0,0,0
サラダボール（木製以外）,さらだぼーる（もくせいいがい）,不燃ごみ,,,0,0,0,0
サラダ油,さらだあぶら,回収場所へ,回収場所はこちらでご確認ください。,少量ずつボロ布などに含ませれば「可燃ごみ」で可,1,0,0,0
サラダ油のびん,さらだあぶらのびん,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【びん】,水ですすぐ,0,0,0,0
サラダ油のプラスチック製ボトル,さらだあぶらのぷらすちっくせいぼとる,可燃ごみ,,,0,0,0,0
サラダ油の缶,さらだあぶらのかん,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,水ですすぐ,0,0,0,0
ざる（金属製、プラスチック製など硬いもの）,ざる（きんぞくせい、ぷらすちっくせいなどかたいもの）,市の拠点回収または不燃ごみ,ポリプロピレン製、ポリエチレン製、ポリスチレン製のものは、各区役所等に設置の回収ボックスへ。,,1,0,0,0
ざる（竹製、シリコン製など柔らかいもの）,ざる（たけせい、しりこんせいなどやわらかいもの）,可燃ごみ,,,0,0,0,0
三角コーナー,さんかくこーなー,不燃ごみ,,,0,0,0,0
三脚,さんきゃく,不燃ごみまたは粗大ごみ,,,0,0,0,0
サングラス,さんぐらす,不燃ごみ,,,0,0,0,0
参考書,さんこうしょ,資源物,（古紙・布類）の【古紙（雑誌）】,,0,0,0,0
サンダル,さんだる,可燃ごみ,,,0,0,0,0
サンドバック,さんどばっく,粗大ごみ,,,0,0,0,0
残飯,ざんぱん,可燃ごみ,,,0,0,0,0
三輪車,さんりんしゃ,粗大ごみ,,,0,0,0,0
CD,しーでぃー,不燃ごみ,,,0,0,0,0
CDケース,しーでぃーけーす,市の拠点回収または不燃ごみ,プラスチック製のものは、各区役所等に設置の回収ボックスへ,,1,0,0,0
CDチェンジャー,しーでぃーちぇんじゃー,不燃ごみまたは粗大ごみ,,,0,0,0,0
